"text","risk_level","clause_type","one_sided","jurisdiction","contract_type","notes"
"CLAUSE 8 – COMMENCEMENT, DELAYS AND SUSPENSION","neutral","administrative","false","ZW","FIDIC","FIDIC section heading."
"Notwithstanding any other provision, the Employer pays the amount due within 3 weeks of each assessment date.","low","payment","false","UK","NEC4","Standard NEC4 payment period; clear employer obligation."
"The parties agree that the Employer may instruct the Contractor to submit a revised quotation if the Project Manager considers the original quotation unreasonable, and the Project Manager's assessment shall be final.","high","variation","true","UK","NEC4","PM's assessment of CE is final; removes contractor's ability to challenge valuation."
"It is hereby agreed that the Contractor is to submit revised programmes whenever the Project Manager instructs, or when the Contractor chooses.","medium","delay","false","UK","NEC4","Programme updating obligation; reasonable and standard."
"In this Contract, the following terms have the meanings given to them below unless the context otherwise requires.","neutral","administrative","false","UK","JCT","Standard definitions introduction."
"The parties agree that provisional sums included in the Contract Bills shall only be expended on the written instruction of the Employer's Representative.","medium","payment","false","ZW","bespoke","Provisional sum control mechanism; standard QS practice."
"The Contract shall be governed by and construed in accordance with the law of England and Wales.","neutral","administrative","false","UK","JCT","Governing law clause; standard for UK-based JCT contract."
"For the avoidance of doubt, cOVID-19 and any variant thereof shall not constitute a force majeure event for the purposes of this Contract.","high","force_majeure","true","UK","JCT","Pandemic exclusion from force majeure; leaves contractor exposed to pandemic disruption costs."
"For the avoidance of doubt, the Contractor shall comply with all applicable laws and regulations in carrying out the Works.","low","regulatory","false","UK","JCT","General compliance obligation; standard and uncontroversial."
"Subject to the terms of this Contract, where the final account value exceeds the Contract Sum by more than 15%, the Contractor shall be entitled to re-price preliminaries and time-related items.","opportunity","payment","false","UK","JCT","Preliminaries re-pricing right on substantial scope increase; protects contractor on poorly scoped projects."
"21. ELECTRONIC SIGNATURE","neutral","administrative","false","ZW","bespoke","Heading or procedural clause; no material risk allocation."
"It is hereby agreed that the Contractor shall provide adequate sanitary facilities for all site workers throughout the Contract Period.","low","site_conditions","false","ZW","bespoke","Site welfare obligation; standard and required by NSSA."
"'The Fee' means the tendered fee percentage applied to Defined Cost.","neutral","administrative","false","UK","NEC4","Standard NEC4 fee definition."
"Subject to the terms of this Contract, on termination of the Contract by the Employer for convenience, the Contractor shall be entitled to the full value of work executed, loss of profit on remaining work, and demobilisation costs.","opportunity","termination","false","ZW","bespoke","Full termination-for-convenience entitlement; contractor recovers profit on unexecuted work."
"For the avoidance of doubt, where the Employer fails to give possession of the Site on the Date of Possession, such failure shall be a Relevant Matter entitling the Contractor to loss and expense.","low","delay","false","UK","JCT","Contractor protected for employer's failure to give possession."
"Without limiting the generality of the foregoing, the Contractor warrants that all subcontractors and suppliers will perform their obligations; the Contractor shall be liable for all defaults of subcontractors as if they were the Contractor's own defaults.","high","indemnity","true","UK","JCT","Full vicarious liability for subcontractor defaults; removes contractor's ability to claim against employer for nominated sub failures."
